number,state,createdAt,mergedAt,closedAt,title,bodyText,changedFiles,additions,deletions,comments,participants,reviews,repository,duration_hours
830,MERGED,2016-11-27T23:18:23Z,2016-12-17T10:56:01Z,2016-12-17T10:56:01Z,Add NLP with Ruby,"https://github.com/arbox/nlp-with-ruby
This list encompasses Ruby related projects for processing natural language texts. It it an attempt to create a curated list with only working software and no dead links. The list is focused only on Ruby so it does not duplicate available lists.
By submitting this pull request I confirm I've read and complied with the below requirements.
Failure to properly do so will just result in the pull request being closed and everyone's time wasted. Please read it twice. Most people miss many things.

I have read and understood the contribution guidelines and the instructions for creating a list.
This pull request has a descriptive title. For example, Add Name of List, not Update readme.md or Add awesome list.
The entry in the Awesome list should include a short description about the list project/theme (not the list itself), and should be added at the bottom of the appropriate category.
The list I added

has been around for at least 30 days,
is the result of hard work and is the best I could possibly produce,
is a non-generated Markdown file in a GitHub repo,
is not a duplicate,
includes a succinct description of the project/theme at the top (example),
includes a project logo/illustration (whenever possible) at the top right of the readme (example). (The logo should link to the project website or any relevant website. The logo should be high-DPI, so set it to maximum half the width of the original image.),
only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
contains the awesome badge on the right side of the list heading,
has a Table of Contents section named Contents as the first section,
has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc) (If you use a license badge, it should be SVG, not PNG),
has contribution guidelines,
doesn't include a Travis badge,
has been checked for inconsistent formatting, spelling, and grammar:

Each link description starts with an uppercase character and ends with a period.
Drop all the A / An prefixes in the descriptions.
Consistent naming. For example, Node.js, not NodeJS or node.js.",1,1,0,{'totalCount': 4},{'totalCount': 2},{'totalCount': 2},"{'owner': 'sindresorhus', 'name': 'awesome'}",467.6272222222222
834,MERGED,2016-12-01T12:36:41Z,2017-01-10T08:59:50Z,2017-01-10T08:59:50Z,Add Information Retrieval,"https://github.com/harpribot/awesome-information-retrieval
Information Retrieval and Web Search is a field which involves finding relevant information for a given query, be it for as simple as a database search, or as complicated as a web search (Eg - Google, Bing, Yahoo). There has been renewed interest in this field, thanks to Deep Learning and Vector Space Modeling. Finding content that is both relevant to the user, and has high topic relevance is the key point of research in this field. However, many don't know about the different resources available at out disposal. It would be a good idea to have a list of Awesome Information Retrieval and Web Search, for people to discover resources and make this field even more awesome.
By submitting this pull request I confirm I've read and complied with the below requirements.
Failure to properly do so will just result in the pull request being closed and everyone's time wasted. Please read it twice. Most people miss many things.

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. For example, Add Name of List, not Update readme.md or Add awesome list.
 The entry in the Awesome list should include a short description about the list project/theme (not the list itself), and should be added at the bottom of the appropriate category.
The list I added

 has been around for at least 30 days,
 is the result of hard work and is the best I could possibly produce,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 includes a succinct description of the project/theme at the top (example),
 includes a project logo/illustration (whenever possible) at the top right of the readme (example). (The logo should link to the project website or any relevant website. The logo should be high-DPI, so set it to maximum half the width of the original image.),
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc) (If you use a license badge, it should be SVG, not PNG),
 has contribution guidelines,
 doesn't include a Travis badge,
 has been checked for inconsistent formatting, spelling, and grammar:

 Each link description starts with an uppercase character and ends with a period.
 Drop all the A / An prefixes in the descriptions.
 Consistent naming. For example, Node.js, not NodeJS or node.js.",1,1,0,{'totalCount': 14},{'totalCount': 3},{'totalCount': 7},"{'owner': 'sindresorhus', 'name': 'awesome'}",956.3858333333334
842,CLOSED,2016-12-10T15:06:02Z,,2017-01-16T16:23:13Z,Add Front-End design elements,"https://github.com/gauthamzz/FrontendDesignElements
[Its a list of popular quick look up front end design elements.]
By submitting this pull request I confirm I've read and complied with the below requirements.
Failure to properly do so will just result in the pull request being closed and everyone's time wasted. Please read it twice. Most people miss many things.

I have read and understood the contribution guidelines and the instructions for creating a list.
This pull request has a descriptive title. For example, Add Name of List, not Update readme.md or Add awesome list.
The entry in the Awesome list should include a short description about the list project/theme (not the list itself), and should be added at the bottom of the appropriate category.
The list I added

has been around for at least 30 days,
is the result of hard work and is the best I could possibly produce,
is a non-generated Markdown file in a GitHub repo,
is not a duplicate,
includes a succinct description of the project/theme at the top (example),
includes a project logo/illustration (whenever possible) at the top right of the readme (example). (The logo should link to the project website or any relevant website. The logo should be high-DPI, so set it to maximum half the width of the original image.),
only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
contains the awesome badge on the right side of the list heading,
has a Table of Contents section named Contents as the first section,
has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc) (If you use a license badge, it should be SVG, not PNG),
has contribution guidelines,
doesn't include a Travis badge,
has been checked for inconsistent formatting, spelling, and grammar:

Each link description starts with an uppercase character and ends with a period.
Drop all the A / An prefixes in the descriptions.
Consistent naming. For example, Node.js, not NodeJS or node.js.",1,2,1,{'totalCount': 9},{'totalCount': 3},{'totalCount': 2},"{'owner': 'sindresorhus', 'name': 'awesome'}",889.2863888888888
845,MERGED,2016-12-15T12:24:08Z,2017-03-14T18:05:53Z,2017-03-14T18:05:53Z,Add Less,"https://github.com/LucasBassetti/awesome-less
Less is a CSS pre-processor, meaning that it extends the CSS language, adding features that allow variables, mixins, functions and many other techniques that allow you to make CSS that is more maintainable, themeable and extendable. It would be a good idea to have a list of awesome Less frameworks, libraries, style guides, articles, and resources for people to discover more awesome things.
By submitting this pull request I confirm I've read and complied with the below requirements.
Failure to properly do so will just result in the pull request being closed and everyone's time wasted. Please read it twice. Most people miss many things.

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. For example, Add Name of List, not Update readme.md or Add awesome list.
 The entry in the Awesome list should include a short description about the list project/theme (not the list itself), and should be added at the bottom of the appropriate category.
 The list I added

 has been around for at least 30 days,
 is the result of hard work and is the best I could possibly produce,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 includes a succinct description of the project/theme at the top (example),
 includes a project logo/illustration (whenever possible) at the top right of the readme (example). (The logo should link to the project website or any relevant website. The logo should be high-DPI, so set it to maximum half the width of the original image.),
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc) (If you use a license badge, it should be SVG, not PNG),
 has contribution guidelines,
 doesn't include a Travis badge,
 has been checked for inconsistent formatting, spelling, and grammar:

 Each link description starts with an uppercase character and ends with a period.
 Drop all the A / An prefixes in the descriptions.
 Consistent naming. For example, Node.js, not NodeJS or node.js.",1,1,0,{'totalCount': 5},{'totalCount': 3},{'totalCount': 1},"{'owner': 'sindresorhus', 'name': 'awesome'}",2141.695833333333
846,MERGED,2016-12-17T13:50:15Z,2017-01-10T12:17:46Z,2017-01-10T12:17:46Z,Add Python Asyncio,"https://github.com/timofurrer/awesome-asyncio
A curated list of awesome Python asyncio frameworks, libraries, software and resources.
By submitting this pull request I confirm I've read and complied with the below requirements.
Failure to properly do so will just result in the pull request being closed and everyone's time wasted. Please read it twice. Most people miss many things.

I have read and understood the contribution guidelines and the instructions for creating a list.
This pull request has a descriptive title. For example, Add Name of List, not Update readme.md or Add awesome list.
The entry in the Awesome list should include a short description about the list project/theme (not the list itself), and should be added at the bottom of the appropriate category.
The list I added

has been around for at least 30 days,
is the result of hard work and is the best I could possibly produce,
is a non-generated Markdown file in a GitHub repo,
is not a duplicate,
includes a succinct description of the project/theme at the top (example),
includes a project logo/illustration (whenever possible) at the top right of the readme (example). (The logo should link to the project website or any relevant website. The logo should be high-DPI, so set it to maximum half the width of the original image.),
only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
contains the awesome badge on the right side of the list heading,
has a Table of Contents section named Contents as the first section,
has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc) (If you use a license badge, it should be SVG, not PNG),
has contribution guidelines,
doesn't include a Travis badge,
has been checked for inconsistent formatting, spelling, and grammar:

Each link description starts with an uppercase character and ends with a period.
Drop all the A / An prefixes in the descriptions.
Consistent naming. For example, Node.js, not NodeJS or node.js.",1,1,0,{'totalCount': 2},{'totalCount': 2},{'totalCount': 3},"{'owner': 'sindresorhus', 'name': 'awesome'}",574.4586111111112
851,MERGED,2016-12-24T21:43:58Z,2017-01-18T16:04:48Z,2017-01-18T16:04:48Z,Add Qt,"https://github.com/JesseTG/awesome-qt
Qt is a popular framework for desktop (and recently mobile) application development.  Some well-known software uses it, too.  This lists includes libraries, tools, blogs, and books that are useful for beginners and experts alike.
By submitting this pull request I confirm I've read and complied with the below requirements.
Failure to properly do so will just result in the pull request being closed and everyone's time wasted. Please read it twice. Most people miss many things.

I have read and understood the contribution guidelines and the instructions for creating a list.
This pull request has a descriptive title. For example, Add Name of List, not Update readme.md or Add awesome list.
The entry in the Awesome list should include a short description about the list project/theme (not the list itself), and should be added at the bottom of the appropriate category.
The list I added

has been around for at least 30 days,
is the result of hard work and is the best I could possibly produce,
is a non-generated Markdown file in a GitHub repo,
is not a duplicate,
includes a succinct description of the project/theme at the top (example),
includes a project logo/illustration (whenever possible) at the top right of the readme (example). (The logo should link to the project website or any relevant website. The logo should be high-DPI, so set it to maximum half the width of the original image.),
only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
contains the awesome badge on the right side of the list heading,
has a Table of Contents section named Contents as the first section,
has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc) (If you use a license badge, it should be SVG, not PNG),
has contribution guidelines,
doesn't include a Travis badge,
has been checked for inconsistent formatting, spelling, and grammar:

Each link description starts with an uppercase character and ends with a period.
Drop all the A / An prefixes in the descriptions.
Consistent naming. For example, Node.js, not NodeJS or node.js.",1,1,0,{'totalCount': 8},{'totalCount': 2},{'totalCount': 1},"{'owner': 'sindresorhus', 'name': 'awesome'}",594.3472222222222
852,CLOSED,2016-12-29T13:42:59Z,,2017-02-20T06:32:10Z,Add Website Screenshots,"https://github.com/deadcoder0904/awesome-website-screenshots
Awesome Website Screenshots is a curation of some projects, websites or mockups that allow to create different screenshots in different resolutions with different frames.
By submitting this pull request I confirm I've read and complied with the below requirements.
Failure to properly do so will just result in the pull request being closed and everyone's time wasted. Please read it twice. Most people miss many things.

I have read and understood the contribution guidelines and the instructions for creating a list.
This pull request has a descriptive title. For example, Add Name of List, not Update readme.md or Add awesome list.
The entry in the Awesome list should include a short description about the list project/theme (not the list itself), and should be added at the bottom of the appropriate category.
The list I added

has been around for at least 30 days,
is the result of hard work and is the best I could possibly produce,
is a non-generated Markdown file in a GitHub repo,
is not a duplicate,
includes a succinct description of the project/theme at the top (example),
includes a project logo/illustration (whenever possible) at the top right of the readme (example). (The logo should link to the project website or any relevant website. The logo should be high-DPI, so set it to maximum half the width of the original image.),
only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
contains the awesome badge on the right side of the list heading,
has a Table of Contents section named Contents as the first section,
has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc) (If you use a license badge, it should be SVG, not PNG),
has contribution guidelines,
doesn't include a Travis badge,
has been checked for inconsistent formatting, spelling, and grammar:

Each link description starts with an uppercase character and ends with a period.
Drop all the A / An prefixes in the descriptions.
Consistent naming. For example, Node.js, not NodeJS or node.js.",1,2,0,{'totalCount': 7},{'totalCount': 2},{'totalCount': 1},"{'owner': 'sindresorhus', 'name': 'awesome'}",1264.8197222222223
857,CLOSED,2017-01-04T14:18:02Z,,2017-03-07T14:34:21Z,Add WebSockets,"https://github.com/facundofarias/awesome-websockets
Resources about WebSockets and its support of different languages.
By submitting this pull request I confirm I've read and complied with the below requirements.
Failure to properly do so will just result in the pull request being closed and everyone's time wasted. Please read it twice. Most people miss many things.

I have read and understood the contribution guidelines and the instructions for creating a list.
This pull request has a descriptive title. For example, Add Name of List, not Update readme.md or Add awesome list.
The entry in the Awesome list should include a short description about the list project/theme (not the list itself), and should be added at the bottom of the appropriate category.
The list I added

has been around for at least 30 days,
is the result of hard work and is the best I could possibly produce,
is a non-generated Markdown file in a GitHub repo,
is not a duplicate,
includes a succinct description of the project/theme at the top (example),
includes a project logo/illustration (whenever possible) at the top right of the readme (example). (The logo should link to the project website or any relevant website. The logo should be high-DPI, so set it to maximum half the width of the original image.),
only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
contains the awesome badge on the right side of the list heading,
has a Table of Contents section named Table of Contents as the first section,
has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc) (If you use a license badge, it should be SVG, not PNG),
has contribution guidelines,
doesn't include a Travis badge,
has been checked for inconsistent formatting, spelling, and grammar:

Each link description starts with an uppercase character and ends with a period.
Drop all the A / An prefixes in the descriptions.
Consistent naming. For example, Node.js, not NodeJS or node.js.",1,4,1,{'totalCount': 5},{'totalCount': 4},{'totalCount': 3},"{'owner': 'sindresorhus', 'name': 'awesome'}",1488.2719444444444
859,CLOSED,2017-01-07T12:10:17Z,,2017-04-20T02:50:36Z,Add WebExtensions,"https://github.com/bfred-it/Awesome-WebExtensions
WebExtensions is the name Mozilla gave to Chrome extensions that are now being supported by Firefox and Edge: https://developer.mozilla.org/en-US/Add-ons/WebExtensions/Browser_support_for_JavaScript_APIs
By submitting this pull request I confirm I've read and complied with the below requirements.
Failure to properly do so will just result in the pull request being closed and everyone's time wasted. Please read it twice. Most people miss many things.

I have read and understood the contribution guidelines and the instructions for creating a list.
This pull request has a descriptive title. For example, Add Name of List, not Update readme.md or Add awesome list.
The entry in the Awesome list should include a short description about the list project/theme (not the list itself), and should be added at the bottom of the appropriate category.
The list I added

has been around for at least 30 days,
is the result of hard work and is the best I could possibly produce,
is a non-generated Markdown file in a GitHub repo,
is not a duplicate,
includes a succinct description of the project/theme at the top (example),
includes a project logo/illustration (whenever possible) at the top right of the readme (example). (The logo should link to the project website or any relevant website. The logo should be high-DPI, so set it to maximum half the width of the original image.),
only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
contains the awesome badge on the right side of the list heading,
has a Table of Contents section named Contents as the first section,
has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc) (If you use a license badge, it should be SVG, not PNG),
has contribution guidelines,
doesn't include a Travis badge,
has been checked for inconsistent formatting, spelling, and grammar:

Each link description starts with an uppercase character and ends with a period.
Drop all the A / An prefixes in the descriptions.
Consistent naming. For example, Node.js, not NodeJS or node.js.",1,1,0,{'totalCount': 6},{'totalCount': 4},{'totalCount': 1},"{'owner': 'sindresorhus', 'name': 'awesome'}",2462.6719444444443
866,CLOSED,2017-01-17T10:50:02Z,,2017-02-13T18:09:45Z,Add AdonisJS,"Previous PR: #788
https://github.com/zgabievi/awesome-adonisjs
A curated list of awesome bookmarks, packages, tutorials, videos and other cool resources from the AdonisJS ecosystem.
By submitting this pull request I confirm I've read and complied with the below requirements.
Failure to properly do so will just result in the pull request being closed and everyone's time wasted. Please read it twice. Most people miss many things.

I have read and understood the contribution guidelines and the instructions for creating a list.
This pull request has a descriptive title. For example, Add Name of List, not Update readme.md or Add awesome list.
The entry in the Awesome list should include a short description about the list project/theme (not the list itself), and should be added at the bottom of the appropriate category.
The list I added

has been around for at least 30 days,
is the result of hard work and is the best I could possibly produce,
is a non-generated Markdown file in a GitHub repo,
is not a duplicate,
includes a succinct description of the project/theme at the top (example),
includes a project logo/illustration (whenever possible) at the top right of the readme (example). (The logo should link to the project website or any relevant website. The logo should be high-DPI, so set it to maximum half the width of the original image.),
only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
contains the awesome badge on the right side of the list heading,
has a Table of Contents section named Contents as the first section,
has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc) (If you use a license badge, it should be SVG, not PNG),
has contribution guidelines,
doesn't include a Travis badge,
has been checked for inconsistent formatting, spelling, and grammar:

Each link description starts with an uppercase character and ends with a period.
Drop all the A / An prefixes in the descriptions.
Consistent naming. For example, Node.js, not NodeJS or node.js.",1,1,0,{'totalCount': 4},{'totalCount': 2},{'totalCount': 1},"{'owner': 'sindresorhus', 'name': 'awesome'}",655.3286111111111
871,MERGED,2017-01-21T11:08:33Z,2017-02-18T20:30:03Z,2017-02-18T20:30:03Z,"Create Business, Work and Networking sections","References #550
I noticed that there were quite a few resources related to these three topics in the misc section so this organised them a bit.
As this is a fairly big change, would look for some feedback based on this.",1,29,14,{'totalCount': 1},{'totalCount': 2},{'totalCount': 2},"{'owner': 'sindresorhus', 'name': 'awesome'}",681.3583333333333
878,MERGED,2017-01-30T06:32:23Z,2017-02-20T09:39:06Z,2017-02-20T09:39:06Z,Add No-Login Web Apps,"https://github.com/aviaryan/awesome-no-login-web-apps
It is a curated list of awesome web apps that work without requesting you to create an account. This list will help users to do common tasks without having to download a software or create web accounts.
PS - I have not added a banner image to the list yet, the reason being I am not good in design. I would love a PR about it. I am still going on with this PR because I saw some lists in this list of lists without a logo/illustration.
By submitting this pull request I confirm I've read and complied with the below requirements.
Failure to properly do so will just result in the pull request being closed and everyone's time wasted. Please read it twice. Most people miss many things.

I have read and understood the contribution guidelines and the instructions for creating a list.
This pull request has a descriptive title. For example, Add Name of List, not Update readme.md or Add awesome list.
The entry in the Awesome list should include a short description about the list project/theme (not the list itself), and should be added at the bottom of the appropriate category.
The list I added

has been around for at least 30 days,
is the result of hard work and is the best I could possibly produce,
is a non-generated Markdown file in a GitHub repo,
is not a duplicate,
includes a succinct description of the project/theme at the top (example),
includes a project logo/illustration (whenever possible) at the top right of the readme (example). (The logo should link to the project website or any relevant website. The logo should be high-DPI, so set it to maximum half the width of the original image.),
only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
contains the awesome badge on the right side of the list heading,
has a Table of Contents section named Contents as the first section,
has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc) (If you use a license badge, it should be SVG, not PNG),
has contribution guidelines,
doesn't include a Travis badge,
has been checked for inconsistent formatting, spelling, and grammar:

Each link description starts with an uppercase character and ends with a period.
Drop all the A / An prefixes in the descriptions.
Consistent naming. For example, Node.js, not NodeJS or node.js.",1,1,0,{'totalCount': 6},{'totalCount': 4},{'totalCount': 3},"{'owner': 'sindresorhus', 'name': 'awesome'}",507.1119444444444
882,CLOSED,2017-02-06T21:52:01Z,,2017-09-11T18:25:55Z,Add Write-Ups and POCs,"https://github.com/dhaval17/awesome-writeups
The List contains the WriteUps and POCs of security vulnerabilities
By submitting this pull request I confirm I've read and complied with the below requirements.
Failure to properly do so will just result in the pull request being closed and everyone's time wasted. Please read it twice. Most people miss many things.

I have read and understood the contribution guidelines and the instructions for creating a list.
This pull request has a descriptive title. For example, Add Name of List, not Update readme.md or Add awesome list.
The entry in the Awesome list should include a short description about the list project/theme (not the list itself), and should be added at the bottom of the appropriate category.
The list I added

has been around for at least 30 days,
is the result of hard work and is the best I could possibly produce,
is a non-generated Markdown file in a GitHub repo,
is not a duplicate,
includes a succinct description of the project/theme at the top (example),
includes a project logo/illustration (whenever possible) at the top right of the readme (example). (The logo should link to the project website or any relevant website. The logo should be high-DPI, so set it to maximum half the width of the original image.),
only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
contains the awesome badge on the right side of the list heading,
has a Table of Contents section named Contents as the first section,
has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc) (If you use a license badge, it should be SVG, not PNG),
has contribution guidelines,
doesn't include a Travis badge,
has been checked for inconsistent formatting, spelling, and grammar:

Each link description starts with an uppercase character and ends with a period.
Drop all the A / An prefixes in the descriptions.
Consistent naming. For example, Node.js, not NodeJS or node.js.",1,2,0,{'totalCount': 12},{'totalCount': 5},{'totalCount': 4},"{'owner': 'sindresorhus', 'name': 'awesome'}",5204.565
895,CLOSED,2017-03-02T01:13:41Z,,2017-05-18T16:42:14Z,Add Apache Spark,"https://github.com/awesome-spark/awesome-spark
Apache Spark is a popular data processing framework and of the most active open source projects today.
By submitting this pull request I confirm I've read and complied with the below requirements.
Failure to properly do so will just result in the pull request being closed and everyone's time wasted. Please read it twice. Most people miss many things.

 I have read and understood the contribution guidelines and the instructions for creating a list.
 This pull request has a descriptive title. For example, Add Name of List, not Update readme.md or Add awesome list.
 The entry in the Awesome list should include a short description about the list project/theme (not the list itself), and should be added at the bottom of the appropriate category.
The list I added

 has been around for at least 30 days,
 is the result of hard work and is the best I could possibly produce,
 is a non-generated Markdown file in a GitHub repo,
 is not a duplicate,
 includes a succinct description of the project/theme at the top (example),
 includes a project logo/illustration (whenever possible) at the top right of the readme (example). (The logo should link to the project website or any relevant website. The logo should be high-DPI, so set it to maximum half the width of the original image.),
 only has awesome items with descriptions (Awesome lists are curations of the best, not of everything),
 contains the awesome badge on the right side of the list heading,
 has a Table of Contents section named Contents as the first section,
 has an appropriate license (Meaning something like CC0, NOT a code licence like MIT, BSD, Apache, etc) (If you use a license badge, it should be SVG, not PNG),
 has contribution guidelines,
 doesn't include a Travis badge,
 has been checked for inconsistent formatting, spelling, and grammar:

 Each link description starts with an uppercase character and ends with a period.
 Drop all the A / An prefixes in the descriptions.
 Consistent naming. For example, Node.js, not NodeJS or node.js.",1,1,0,,,{'totalCount': 3},"{'owner': 'sindresorhus', 'name': 'awesome'}",1863.4758333333334
15,MERGED,2018-05-24T11:13:23Z,2018-08-20T12:57:02Z,2018-08-20T12:57:02Z,Add N queens problem bitwise solution,,3,68,0,{'totalCount': 5},{'totalCount': 5},{'totalCount': 1},"{'owner': 'trekhleb', 'name': 'javascript-algorithms'}",2113.7275
28,MERGED,2018-05-28T18:29:39Z,2018-05-29T05:38:20Z,2018-05-29T05:38:20Z,Radix sort,"Let me know if you want me to stop with these, but thought I'd add another sorting algorithm that I find very interesting.",5,150,0,{'totalCount': 2},{'totalCount': 3},{'totalCount': 1},"{'owner': 'trekhleb', 'name': 'javascript-algorithms'}",11.144722222222223
59,MERGED,2018-06-09T08:25:57Z,2018-06-12T14:46:40Z,2018-06-12T14:46:40Z,Fix typos,Miscellaneous typos fixed.,8,19,19,{'totalCount': 1},{'totalCount': 4},{'totalCount': 2},"{'owner': 'trekhleb', 'name': 'javascript-algorithms'}",78.34527777777778
67,CLOSED,2018-06-13T20:22:41Z,,2018-06-14T15:45:28Z,added Bidirectional Conditional Insertion Sort,"This is a Bidirectional Conditional Sort.
Note on stability with custom compare function.
let comp = new Comparator(function (a, b) {
    let x = a;
    let y = b;
    if (typeof a === ""string"") {
        x = a.length;
    }
    if (typeof b === ""string"") {
        y = b.length;
    }
    if (x === y) {
        return 0;
    }
    return x < y ? -1 : 1;
})

i.e.
Without
a, cc, bbb --> a, bbb, cc
With
a, cc, bbb --> a, cc, bbb
Even with the custom compare, you are not always guaranteed a stable sort
Example: Given: [aa, q, a, bbbb, ccc]
The algorithm will start with a SWAP from the right most index and the middle of the array.

START SWAP ""ccc"", ""a""
END SWAP (New Array: aa,q,ccc,bbbb,a)
""aa"" is greater than ""a""
START SWAP ""aa"", ""a""
END SWAP a,q,ccc,bbbb,aa
""ccc"" is greater than ""aa""
START INSRIGHT  (Given: a,q,bbbb,bbbb,aa)
END INSRIGHT (New Array: a,q,bbbb,aa,ccc)
""bbbb""is greater than ""aa""
START INSRIGHT (Given: a,q,bbbb,aa,ccc)
END INSRIGHT  (New Array: a,q,aa,ccc,bbbb)

Finished:
[ 'a', 'q', 'aa', 'ccc', 'bbbb' ]",5,1605,1386,{'totalCount': 2},{'totalCount': 2},{'totalCount': 2},"{'owner': 'trekhleb', 'name': 'javascript-algorithms'}",19.379722222222224
86,MERGED,2018-07-01T12:57:01Z,2018-07-03T08:56:35Z,2018-07-03T08:56:35Z,Fix the insertion sort,"Hi, this is fixing the situation when we have an unsorted array with negative numbers and zeroes.",1,1,1,{'totalCount': 2},{'totalCount': 6},{'totalCount': 1},"{'owner': 'trekhleb', 'name': 'javascript-algorithms'}",43.992777777777775
88,CLOSED,2018-07-03T14:38:54Z,,2018-07-24T10:07:47Z,Complex Number and Vector Class added,,8,910,137,{'totalCount': 3},{'totalCount': 3},{'totalCount': 2},"{'owner': 'trekhleb', 'name': 'javascript-algorithms'}",499.4813888888889
101,MERGED,2018-07-20T23:44:03Z,2018-07-24T09:26:23Z,2018-07-24T09:26:23Z,Fix knuthMorrisPratt for empty word request,"While running property based tests - based on fast-check - on the implementation of knuthMorrisPratt I discovered what seems to be an inconsistency:
knuthMorrisPratt("""", """") === -1
knuthMorrisPratt(""a"", ""a"") === 0
The tests that discovered the issue are available in the commit: dubzzz@87329dd
If you are interested in this test method, I can issue another pull request for those property based tests.",2,6,2,{'totalCount': 3},{'totalCount': 3},{'totalCount': 5},"{'owner': 'trekhleb', 'name': 'javascript-algorithms'}",81.70555555555555
110,MERGED,2018-07-24T19:02:53Z,2018-07-30T09:20:41Z,2018-07-30T09:20:41Z,Refactor Rabin-Karp,"Created Rabin hash function module.
Transitioned Rabin-Karp string matching function to Rabin hash function family.",4,139,88,{'totalCount': 17},{'totalCount': 4},{'totalCount': 1},"{'owner': 'trekhleb', 'name': 'javascript-algorithms'}",134.29666666666665
113,CLOSED,2018-07-25T19:37:37Z,,2018-07-26T14:33:41Z,Refactored disjoint set data structure,"Refactored disjoint set data structure
Updated dependencies (Kruskal, Detect Cycles) for new interface.",7,82,449,{'totalCount': 3},{'totalCount': 3},{'totalCount': 11},"{'owner': 'trekhleb', 'name': 'javascript-algorithms'}",18.934444444444445
125,CLOSED,2018-07-30T13:08:00Z,,2018-08-06T13:19:25Z,New function 'fromArray',Function gor through array and add all nodes to linked list.,1,7,0,{'totalCount': 3},{'totalCount': 3},{'totalCount': 5},"{'owner': 'trekhleb', 'name': 'javascript-algorithms'}",168.19027777777777
136,CLOSED,2018-08-03T03:11:31Z,,2018-10-29T22:09:22Z,fibonacci logn iterative implementation,"This implements the fib(n) function that completes in log(n) number of iterations.
Found in SICP https://mitpress.mit.edu/sites/default/files/sicp/full-text/book/book-Z-H-11.html#%_thm_1.19",3,58,4,{'totalCount': 1},{'totalCount': 4},{'totalCount': 3},"{'owner': 'trekhleb', 'name': 'javascript-algorithms'}",2106.9641666666666
159,CLOSED,2018-08-11T17:38:42Z,,2019-10-14T13:01:34Z,Add karatsubaMultiplication,This adds implementation of Karatsuba multiplication.,3,55,0,{'totalCount': 2},{'totalCount': 3},{'totalCount': 1},"{'owner': 'trekhleb', 'name': 'javascript-algorithms'}",10291.381111111112
194,MERGED,2018-08-31T15:42:52Z,2018-09-08T08:55:52Z,2018-09-08T08:55:52Z,Add LinkedList traversal and reverse implementations,"Changes:

Add LinkedList traverse implementation
Add LinkedList reverse implementations (reverseTraversal and reverse)
Update their pseudocode",3,104,5,{'totalCount': 5},{'totalCount': 3},{'totalCount': 1},"{'owner': 'trekhleb', 'name': 'javascript-algorithms'}",185.21666666666667
198,CLOSED,2018-09-03T15:54:54Z,,2018-09-04T16:03:50Z,Improved the countSetBit,It's fast counting set bits algo because uses less number of comparison,7,82,4,{'totalCount': 2},{'totalCount': 2},{'totalCount': 2},"{'owner': 'trekhleb', 'name': 'javascript-algorithms'}",24.148888888888887
224,MERGED,2018-10-13T09:23:18Z,2018-10-17T03:19:14Z,2018-10-17T03:19:14Z,Properly detect min and max element in array,,1,2,6,{'totalCount': 6},,{'totalCount': 1},"{'owner': 'trekhleb', 'name': 'javascript-algorithms'}",89.93222222222222
